descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
60 CAP | GRIFFONIA SIMPLICIFOLIA  50MG; PIRIDOXAL-5-FOSFATO  10MG; ACIDO FOLICO  400MCG; CIANOCOBALAMINA  200MCG; MAGNESIO QUELADO 30%  300MG; CROMO PICOLINATO  400MCG,2020-07-30 18:49:09,6,116.955,141.2
90 CAP | VIT D LIQ P/CAP ATE 15.000UI  5000UI; VITAMINA A OLEOSA (USO ORAL)  500UI; VITAMINA K2 MK-7 - LIQUIDA  100MCG,2020-07-30 18:48:08,3,47.7487,66.9
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; LACTOBACILLUS PLANTARUM   100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG,2020-07-30 18:48:08,5,91.8516,82.3
120 CAP | TIAMINA  10MG; RIBOFLAVINA  5MG; NICOTINAMIDA  20MG; ACIDO PANTOTENICO  20MG; PIRIDOXAL-5-FOSFATO  20MG; ACIDO FOLICO  100MCG; METILCOBALAMINA 1:100  250MCG; VIT C  250MG; MAGNESIO DIMALATO  100MG; MAGNESIO QUELADO 30%  150MG; ZINCO QUELADO + CITRATO  20MG; COBRE QUELADO  1MG,2020-07-30 18:46:08,12,169.0863,252.5
90 CAP | LUTEINA  5MG; BIOTINA  5MG; EXSYNUTRIMENT  75MG,2020-07-30 18:45:08,3,265.038,245.2
60 CAP | CLOROQUINA  250MG,2020-07-30 18:39:08,1,174.0,161.0
30 CAP | ERVA DE SAO JOAO  300MG; LEVEDO DE CERVEJA  300MG,2020-07-30 18:36:08,2,50.7521,40.7
190 CAP | VITAMINA D   7000UI,2020-07-30 18:32:08,1,49.684,92.7
30 CAP | SELENIO GLICINA  50MCG; ACIDO ASCORBICO REVESTIDO  500MG; ALFA TOCOFEROL  100UI; MIX DE TOCOFEROIS  60MG; PINUS PINASTER EXTRACT  100MG; VITAMINA D  10000UI; VITAMINA A  2000UI; RIBOFLAVINA  20MG; NIACINA NO FLUSH  30MG; METILFOLATO   1MG; TIAMINA  20MG; MAGNESIO DIMALATO  400MG; N ACETIL L CISTEINA  400MG; METILCOBALAMINA   1000MCG,2020-07-30 18:32:08,14,177.4245,176.3
30 CAP | VITAMINA D3 1:100  20000UI,2020-07-30 18:32:08,1,38.88,39.9
60 CAP | GARCINIA CAMBOJA EXT SECO  250MG; PICOLINATO CROMO 1:10  3MCG; FASEOLAMINA  200MG; CASSIOLAMINA EXTRACT  200MG,2020-07-30 18:32:08,4,72.8443,66.8
30 CAP | GASSERI LACTOBACILLUS  250MG; LACTIS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; LACTOBACILLUS DELBRUECKII  50MG; REUTERI LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  50MG; BIFIDOBACTERIA BIFIDUM  100MG; PRETICX  300MG,2020-07-30 18:32:08,11,117.8904,109.5
60 CAP | DIM  200MG; MAGNESIO TREONATO  300MG; COENZIMA Q10 PO  200MG; CARNITINA L  200MG; N ACETIL L CISTEINA  300MG; URTIGA DIOICA EXT SECO  100MG; ACIDO FERRULICO  10MG,2020-07-30 18:22:08,7,437.3362,423.8
60 CAP | L CITRULINA  1G; SELENIO QUELADO  200MCG; LAMINARIA JAPONICA  200MG; CALCIO QUELADO  200MG; VITAMINA D3   1000UI,2020-07-30 18:21:08,5,106.7666,142.9
90 CAP | PANTOTENATO DE CALCIO  50MG; BROMELIA  250MG; ZINCO GLICINA  5MG; COBRE GLICINA 0.250MG; MSM  200MG,2020-07-30 18:20:11,5,139.2529,127.7
60 CAP | MOROSIL  400MG; CACTIN  500MG,2020-07-30 18:14:08,2,288.0727,275.3
150 CAP | VITAMINA D  1000UI,2020-07-30 18:10:08,1,32.22,49.5
60 CAP | SAW PALMETO EXT SECO  160MG; PYGEUM AFRICANUM EXT. SECO  100MG; ESPIRONOLACTONA  50MG,2020-07-30 18:09:08,3,95.0144,85.7
120 CAP | NUTRICOLIN  100MG; BIOTINA  5MG,2020-07-30 18:03:07,2,288.7609,254.0
30 CAP | VITAMINA D3 1:100  5000UI,2020-07-30 17:58:07,1,32.22,39.9
120 CAP | GARCINIA CAMBOJA EXT SECO  200MG,2020-07-30 17:58:07,1,50.034,49.5
40 CAP | TEACRINE  200MG,2020-07-30 17:57:08,1,171.9552,159.0
90 CAP | MAGNESIO QUELADO 30%  400MG; ZINCO GLICINA  20MG; COBRE QUELADO  1MG; SELENIO QUELADO  100MCG; METILFOLATO 1:10  500MCG; METILCOBALAMINA 1:100  1MG; VIT C  500MG,2020-07-30 17:54:08,7,187.4206,218.9
15 CAP | CAFEÍNA  350MG; TEACRINE  150MG,2020-07-30 17:54:08,2,83.1727,74.0
45 CAP | GENGIBRE PO  250MG; CHA VERDE EXT SECO  250MG; METILFOLATO 1:10  300MCG; METILCOBALAMINA 1:100  300MCG; PIRIDOXINA  20MG,2020-07-30 17:52:07,5,80.3468,68.2
60 CAP | T4  70MCG; T3  14MCG,2020-07-30 17:52:07,2,36.8539,44.0
45 CAP | IBUTAMOREN  15MG,2020-07-30 17:51:07,1,337.6731,319.1
90 CAP | PROTEASE  75MG; AMILASE  75MG; LIPASE  75MG; PANCREATINA  75MG,2020-07-30 17:51:07,4,128.9049,132.5
60 CAP | MELATONINA SUBLINGUAL CAP  5MG,2020-07-30 17:50:07,1,113.425,110.4
90 CAP | VITAMINA D3  15000UI; VITAMINA A  1500UI; VITAMINA K2 MK7  100MCG,2020-07-30 17:50:07,3,50.5578,91.1
60 CAP | SERENOA REPENS  300MG,2020-07-30 17:48:07,1,44.5008,43.6
14 CAP | DUTASTERIDA 0.500MG; LETROZOL 2.500MG,2020-07-30 17:46:07,2,70.2011,60.2
60 CAP | VITAMINA D3 OLEOSA  5000UI,2020-07-30 17:45:08,1,40.56,43.6
60 CAP | VITAMINA K2 MK7  90MCG; VITAMINA D LIQ CAP ATE 15MIL  10000UI,2020-07-30 17:45:08,2,51.3063,48.0
30 CAP | CAFEINA   100MG; TAURINA  150MG,2020-07-30 17:39:08,2,39.5736,39.9
30 CAP | CLOROQUINA  400MG,2020-07-30 17:36:07,1,145.2,136.6
90 CAP | GINKGO BILOBA  90MG; PINUS PINASTER EXTRACT  30MG; TADALAFILA  5MG; MUCUNA EXT SECO  150MG,2020-07-30 17:35:08,4,139.3679,133.55
60 CAP | PREGABALINA  75MG; CARISOPRODOL  200MG; COLAGENO TIPO 2  40MG,2020-07-30 17:34:08,3,253.8401,244.2
30 CAP | METILFOLATO 1:10  100MCG; VIT B6  50MG; METILCOBALAMINA 1:100  200MCG; HEXANICOTINATO DE INOSITOL  500MG; ZINCO QUELADO  20MG; N ACETIL L CISTEINA  200MG; TRIMETILGLICINA  500MG; FOSFATIDIL COLINA  300MG; VIT C  500MG; COBRE QUELADO 0.200MG,2020-07-30 17:33:08,10,140.9299,166.8
30 CAP | MELATONINA SLOW RELEASE  1MG,2020-07-30 17:31:08,1,36.4362,42.7
60 CAP | CARVAO ATIVADO  500MG,2020-07-30 17:30:07,1,41.6883,43.6
90 CAP | EXSYNUTRIMENT-SILICIO ORGANICO  300MG; BIO ARTC  100MG; POLYPODIUM LEUCOTOMOS EXTRATO  100MG,2020-07-30 17:29:07,3,916.0873,866.4
120 CAP | OXANDROLONA  15MG,2020-07-30 17:29:07,1,178.2503,156.4
90 CAP | VITAMINA D3 1:100  10000UI; VITAMINA A  1000UI; VITAMINA K2 MK7  120MCG,2020-07-30 17:25:07,3,43.8708,67.0
90 CAP | NIACINAMIDA  40MG; PIRIDOXAL-5-FOSFATO  30MG; METILFOLATO 1:10  250MCG; N ACETIL L CISTEINA  200MG; VITAMINA C  500MG; ZINCO GLICINA  20MG; COBRE QUELADO  1MG; COENZIMA Q10 PO  100MG; RESVERATROL  20MG; MAGNESIO QUELADO 30%  200MG,2020-07-30 17:24:07,10,352.2911,339.3
90 CAP | METILFOLATO 1:10  1000MCG; VIT B6  50MG; METILCOBALAMINA 1:100  200MCG; HEXANICOTINATO DE INOSITOL  500MG; ZINCO QUELADO  15MG; NUTRICOLIN  300MG; SAW PALMETO EXT SECO  250MG; N ACETIL L CISTEINA  200MG; BIOTINA  5MG; FOSFATIDIL COLINA  300MG; TRIMETILGLICINA  500MG; PICNOGENOL  200MG; VIT C  200MG,2020-07-30 17:23:07,13,1038.5913,1012.2
60 CAP | GSK-516  10MG,2020-07-30 17:19:07,1,594.0,569.6
30 CAP | MOROSIL  500MG; CACTI-NEA  500MG; ALTILIX (BIONAP)  200MG,2020-07-30 17:17:08,3,281.3643,280.4
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS/PARACASEI LACTOB  200MG; RHAMNOSUS LACTOBACILLUS  100MG; JOHNSONII LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; CASEI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; ENTEROCOCCUS FAECIUM  100MG; FOS  300MG,2020-07-30 17:15:07,9,186.1274,165.1
20 CAP | SULFATO DE ZINCO  66MG,2020-07-30 17:15:07,1,32.8603,39.9
180 CAP | T3 SLOW RELEASE  5MCG,2020-07-30 17:12:07,1,33.3238,58.0
60 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 SOL MAE  100MCG,2020-07-30 17:10:07,3,64.3662,56.1
90 CAP | MAGNESIO QUELADO 30%  400MG,2020-07-30 17:05:08,1,94.1584,94.6
60 CAP | ALECRIM EXT SECO  50MG; BOLDO  100MG; PEPSINA  100MG; PROTEASE  50MG; TAURINA  100MG; PAPAINA  50MG; BROMELINA  50MG,2020-07-30 16:59:07,7,123.9619,133.0
120 CAP | BETAINA HCL  600MG; PEPSINA  60MG,2020-07-30 16:59:07,2,156.844,173.0
90 CAP | CALCIO QUELADO  500MG; VITAMINA D  400UI,2020-07-30 16:53:07,2,85.2961,82.6
60 CAP | CALCIO QUELADO  500MG; VITAMINA D  400UI,2020-07-30 16:51:06,2,66.8641,62.0
60 CAP | VITAMINA D  5000UI; VITAMINA K2 MK7  120MCG; MAGNESIO QUELADO 30%  200MG; BORO QUELADO  2MG,2020-07-30 16:46:06,4,57.6908,73.3
90 CAP | ESPIRONOLACTONA  90MG,2020-07-30 16:43:07,1,140.8691,126.8
30 CAP | LACTOBACILLUS HELVETICUS  100MG; LACTOBACILLUS LACTIS  100MG; LACTOBACILLUS PLANTARUM   100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG; INULINA  100MG,2020-07-30 16:43:07,6,61.2138,56.0
60 CAP | PSILIUM PO  500MG; INULINA  500MG,2020-07-30 16:42:07,2,61.8319,58.0
180 CAP | OLEO DE OREGANO  200MG,2020-07-30 16:40:07,1,55.4192,61.3
45 CAP | ACIDOPHILUS LACTOBACILLUS  375MG; RHAMNOSUS LACTOBACILLUS  300MG; CASEI LACTOBACILLUS  150MG; BIFIDOBACTERIUM LACTIS  225MG; BIFIDOBACTERIUM BREVE  150MG; BIFIDOBACTERIUM LONGUM  150MG; BIFIDOBACTERIA BIFIDUM  75MG; STREPTOCOCCUS TERMOPHILUS  75MG,2020-07-30 16:40:07,8,185.1767,168.2
90 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 LIQ SOL MAE  100MCG,2020-07-30 16:38:07,3,81.5493,74.5
16 CAP | COLECALCIFEROL  7000UI,2020-07-30 16:36:08,1,31.6576,40.0
30 CAP | VITAMINA C  3000MG; MAGNESIO QUELADO   100MG; ZINCO QUELADO  20MG; SELENIO QUELADO  100MCG; ACIDO ALFA LIPOICO  20MG,2020-07-30 16:36:08,5,113.9619,164.5
60 CAP | AGAR AGAR  500MG,2020-07-30 16:29:06,1,169.9202,180.15
60 CAP | SILICIO ORGANICO  150MG,2020-07-30 16:27:07,1,247.132,232.6
30 CAP | METILFOLATO 1:10  1000MCG,2020-07-30 16:26:06,1,50.1071,41.1
120 CAP | BUPROPIONA CLORIDRATO  150MG; TOPIRAMATO  25MG; KAWA KAWA  100MG; FUROSEMIDA  10MG; ORLISTAT  120MG,2020-07-30 16:26:06,5,606.5209,542.5
60 CAP | VIT A   10000UI,2020-07-30 16:26:06,1,31.188,43.6
120 CAP | LIPASE 50.000FPI/G  100MG; PROTEASE  100MG; PANCREATINA  100MG; ALFA AMILASE  100MG; LACTASE  100MG,2020-07-30 16:26:06,5,249.5852,256.8
30 CAP | VITAMINA D3 OLEOSA  10000UI; VITAMINA K2 MK7  120MCG,2020-07-30 16:24:06,2,40.6842,44.9
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI,2020-07-30 16:21:07,1,45.84,52.5
60 CAP | BUPROPIONA CLORIDRATO  100MG,2020-07-30 16:20:07,1,53.373,45.0
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA K2 SOL MAE  100MCG,2020-07-30 16:19:06,2,51.3222,47.0
60 CAP | SIBUTRAMINA CLORIDRATO  10MG,2020-07-30 16:19:06,1,68.4949,60.0
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  800UI; VITAMINA K2 MK7  100MCG,2020-07-30 16:14:07,3,62.8329,61.1
120 CAP | SILIMARINA  100MG; METIONINA  100MG,2020-07-30 16:11:06,2,73.0465,68.0
30 CAP | 5HTP  75MG; L THEANINA  300MG,2020-07-30 16:09:06,2,94.1086,87.7
60 CAP | BUPROPIONA CLORIDRATO  100MG; NALTREXONA HCL  4MG,2020-07-30 16:06:06,2,79.7505,75.2
30 CAP | OLEO DE OREGANO  500MG,2020-07-30 16:06:06,1,40.5914,39.9
120 CAP | URTIGA DIOICA EXT SECO  350MG; TESTOFEN  150MG; ZINCO QUELADO  20MG,2020-07-30 16:03:05,3,176.4638,152.4
60 CAP | ACIDO FOLINICO  1000MCG; METILFOLATO 1:10  200MCG; TRIMETILGLICINA  300MG; MAGNESIO DIMALATO  100MG; VIT B6  25MG; PIRIDOXAL-5-FOSFATO  25MG; VIT B12  1000MCG; FOSFATIDIL COLINA  300MG; ZINCO QUELADO  15MG,2020-07-30 16:01:06,9,178.9666,171.2
60 CAP | VITAMINA D   10000UI,2020-07-30 16:01:06,1,38.88,47.1
120 CAP | CODEINA 1.500MG,2020-07-30 15:59:15,1,37.0119,49.5
60 CAP | ASHWAGANDHA EXTRATO  450MG,2020-07-30 15:57:14,1,95.1318,85.9
60 CAP | METILFOLATO 1:10  1000MCG,2020-07-30 15:56:14,1,70.2143,59.5
10 CAP | MEDROXIPROGESTERONA 1:10  10MG,2020-07-30 15:50:13,1,39.67,40.0
30 CAP | LACTOBACILLUS ACIDOPHILUS  200MG; PARACASEI LACTOBACILLUS   100MG; LACTOCOCCUS LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  200MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIUM BREVE  100MG,2020-07-30 15:49:14,6,94.8719,85.5
30 CAP | SAW PALMETO EXT SECO  320MG; CHA VERDE EXT SECO  300MG; BIOTINA  1MG,2020-07-30 15:46:13,3,57.739,51.0
30 CAP | VITAMINA D3 OLEOSA  14000UI; VIT A OLEOSA  1400UI; VIT E OLEOSA  400UI,2020-07-30 15:45:14,3,55.935,50.0
60 CAP | PICOLINATO DE CROMO  150MCG; RHODIOLA ROSEA EXT SECO  200MG; SPIRULINA  200MG,2020-07-30 15:45:14,3,89.1663,78.8
30 CAP | ESPIRONOLACTONA  100MG; ZINCO QUELADO  30MG; MAGNESIO QUELADO 30%  400MG; PICOLINATO DE CROMO  1000MCG,2020-07-30 15:44:15,4,102.8208,103.2
120 CAP | VITAMINA D3 1:100  7000UI,2020-07-30 15:38:14,1,42.432,49.5
60 CAP | COENZIMA Q10 PO  250MG,2020-07-30 15:38:14,1,247.4985,232.7
30 CAP | MAGNESIO DIMALATO  200MG,2020-07-30 15:38:14,1,37.8228,40.0
45 CAP | PIRACETAM  200MG; PIRIDOXINA  150MG; ASPARTATO DE MAGNÉSIO  150MG,2020-07-30 15:37:13,3,78.1304,74.6
30 CAP | TRIANCINOLONA BASE  6MG; CETIRIZINA  5MG; CIMETIDINE  100MG; VITAMINA C  200MG,2020-07-30 15:34:14,4,91.0639,82.7
180 CAP | GABAPENTINA  98MG,2020-07-30 15:33:13,1,116.4325,118.7
60 CAP | GABA  400MG,2020-07-30 15:30:13,1,96.8121,86.0
30 CAP | GASSERI LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; CASEI LACTOBACILLUS  100MG; LACTOBACILLUS LACTIS  100MG,2020-07-30 15:29:13,4,56.1159,51.9
15 CAP | ANASTROZOL  0.500MG,2020-07-30 15:29:13,1,37.9298,39.9
60 CAP | GRIFFONIA SIMPLICIFOLIA  150MG; GYMNEMA SYLVESTRE EXT SECO  50MG; PICOLINATO DE CROMO  200MCG,2020-07-30 15:27:13,3,160.0177,149.9
30 CAP | VITAMINA D3 1:100  10000UI; MAGNESIO QUELADO 30%  260MG; BORO QUELADO  2MG; VITAMINA K2 MK7  80MCG,2020-07-30 15:26:14,4,49.2319,49.7
30 CAP | BIOTINA 2.500MG,2020-07-30 15:23:13,1,38.4675,39.9
30 CAP | CAMELIA SINENSIS  500MG; CAPSICUM ANNUUM  15MG; CITRUS AURANTIUM   300MG; GARCINIA CAMBOJA   500MG,2020-07-30 15:18:13,4,120.2838,113.4
60 CAP | DOXEPINA CLORIDRATO  10MG,2020-07-30 15:13:13,1,64.1151,53.0
30 CAP | ANFEPRAMONA TRATADA  50MG,2020-07-30 15:12:14,1,148.2592,142.6
60 CAP | ACIDO ALFA LIPOICO  300MG; PICOLINATO DE CROMO  250MCG; MAGNESIO QUELADO 30%  200MG; ZINCO QUELADO  30MG; BERBERINA  200MG; MANGANES QUELADO  2MG; VANADIO QUELADO  20MCG,2020-07-30 15:10:13,7,231.3454,280.0
30 CAP | IBUTAMOREN TRATADO  15MG,2020-07-30 15:09:14,1,233.885,225.8
30 CAP | DEFLAZACORT 1.500MG; DIFOSFATO CLOROQUINA  250MG,2020-07-30 15:08:13,2,109.029,99.3
30 CAP | VITAMINA D3 OLEOSA  10000UI; VIT A OLEOSA  1000UI; VITAMINA K2 MK-7 - LIQUIDA  200MCG,2020-07-30 15:06:13,3,41.8325,44.0
30 CAP | VIT B1  20MG; VIT B2  20MG; VITAMINA B3  20MG; VITAMINA B6  20MG; VIT B12  100MCG; BIOTINA  1MG; METILFOLATO 1:10  500MCG; VIT E  200UI; VITAMINA K PÓ  65MCG; MAGNESIO QUELADO 30%  200MG; ZINCO  10MG,2020-07-30 15:06:13,11,72.9098,81.6
30 CAP | SELENIO GLICINA QUELADO  200MCG; ZINCO BISGLICINATO QUELADO  40MG; BORO GLICINA QUELADO  2MG; COBRE GLICINA QUELADO 1.500MG,2020-07-30 15:00:14,4,44.2801,39.9
30 CAP | CLOMIFENO   25MG; ANASTROZOL 1:10 0.100MG; TADALAFIL  5MG; GINKGO BILOBA   120MG,2020-07-30 14:57:13,4,85.2012,77.0
60 CAP | LACTOBACILLUS ACIDOFILUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; LACTOBACILLUS PLANTARIUM  100MG; LACTOBACILLUS SALIVARIUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LONGUM  100MG; LACTOBACILLUS RHAMNOSUS  100MG; LACTOBACILLUS CASEI  100MG,2020-07-30 14:56:13,8,111.6327,119.5
60 CAP | VITAMINA C  400MG; ASCORBATO DE CALCIO  80MG; ASCORBATO DE MAGNESIO  60MG; QUERCETINA  80MG; L GLUTATIONA REDUZIDA  8MG,2020-07-30 14:56:13,5,81.5269,73.2
180 CAP | MAGNESIO DIMALATO  200MG; VITAMINA K2 MK7  100MCG; SULFATO DE ZINCO  200MG,2020-07-30 14:56:13,3,155.5649,188.1
30 CAP | ALTILIX   100MG; BUPROPIONA   100MG; NALTREXONE   3MG,2020-07-30 14:56:13,3,101.6628,96.0
60 CAP | MELATONINA 1:10  6MG,2020-07-30 14:54:13,1,117.9119,108.5
180 CAP | CURCUMA LONGA  500MG; MOVE  100MG; PIPERINA  5MG,2020-07-30 14:54:13,3,1018.5708,922.2
60 CAP | ACIDO FOLINICO  25MG,2020-07-30 14:53:16,1,214.994,215.0
60 CAP | MELATONINA SLOW RELEASE 1.500MG; SELENIO QUELADO  25MCG; ZINCO QUELADO  4MG,2020-07-30 14:52:13,3,51.3784,51.7
30 CAP | CROMO QUELADO  300MCG; COENZIMA Q10 PO  100MG; MAGNESIO QUELADO 30%  100MG; THEANINA  100MG; GOJI BERRY 0.500G,2020-07-30 14:48:13,5,136.3487,127.4
30 CAP | VITAMINA B12  500MCG; LEVEDO DE CERVEJA  100MG,2020-07-30 14:45:13,2,35.6001,42.0
70 CAP | ORLISTAT  120MG; VIT C  200MG; VITAMINA E  200MG; PLANTAGO OVATA  320MG,2020-07-30 14:45:13,4,217.4455,206.4
90 CAP | DHEA  12.500MG,2020-07-30 14:45:13,1,151.5,139.3
90 CAP | INDOL 3 CARBINOL  200MG,2020-07-30 14:44:14,1,213.5681,202.0
60 CAP | BETAINA  25MG; PEPSINA  100MG; PROTEASE  100MG; ALECRIM EXT SECO  50MG; INULINA  100MG,2020-07-30 14:43:13,5,113.6384,113.7
180 CAP | ASHWAGANDHA   150MG; RHODIOLA ROSEA   150MG; GINSENG SIBERIANO  150MG; ZINCO GLICINA  15MG; LICORICE   150MG,2020-07-30 14:43:13,5,274.5194,242.5
60 CAP | VITEX AGNUS CACTUS  80MG; L THEANINA  250MG,2020-07-30 14:43:13,2,104.2872,93.3
12 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  50000UI,2020-07-30 14:42:16,1,46.38,40.0
240 CAP | COENZIMA Q10 PO  100MG,2020-07-30 14:37:13,1,377.9976,342.9
30 CAP | BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; LACTOBACILLUS ACIDOPHILUS  100MG; HELVETICUS LACTOBACILLUS  150MG; PLANTARUM LACTOBACILLUS  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,2020-07-30 14:35:13,6,71.4944,61.4
60 CAP | MELATONINA 1:10  10MG,2020-07-30 14:32:13,1,176.5199,163.7
30 CAP | MAGNESIO DIMALATO  250MG; MAGNESIO TREONATO  150MG; TIAMINA  50MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  50MG; ACIDO PANTOTENICO  50MG; PIRIDOXAL-5-FOSFATO  30MG; METILFOLATO 1:10  200MCG; METILCOBALAMINA 1:100  150MCG; CROMO GTF  300MCG; ZINCO QUELADO  15MG; SELENIO QUELADO  50MCG; ACIDO ALFA LIPOICO  150MG; NAC  100MG; VITAMINA K2 MK7  60MCG,2020-07-30 14:32:13,15,116.63,136.4
60 CAP | GASSERI LACTOBACILLUS  30MG; PARACASEI LACTOBACILLUS   30MG; PLANTARUM LACTOBACILLUS  30MG; RHAMNOSUS LACTOBACILLUS  30MG; BIFIDOBACTERIA BIFIDUM  50MG,2020-07-30 14:30:14,5,56.1036,46.9
120 CAP | VITAMINA D3  5000UI,2020-07-30 14:28:13,1,38.88,61.2
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA E OLEOSA ORAL  400UI,2020-07-30 14:27:13,2,61.9296,58.2
60 CAP | SINEFRINA  50MG; CHA VERDE EXT SECO  200MG; COLEUS FORSKOLI  25MG; SPIRULINA  1G; CAFEINA  150MG,2020-07-30 14:27:13,5,182.1114,177.0
120 CAP | ATENOLOL  25MG; ANLODIPINA  5MG,2020-07-30 14:27:13,2,76.1438,65.0
60 CAP | VITAMINA C  1G; SULFATO DE ZINCO  88MG,2020-07-30 14:26:13,2,89.9114,83.5
60 CAP | ORLISTAT  120MG; VIT C  200MG; VITAMINA E  200MG; PLANTAGO OVATA  320MG,2020-07-30 14:23:13,4,190.6676,183.5
120 CAP | FINASTERIDA  1MG,2020-07-30 14:20:13,1,63.924,63.5
60 CAP | VITAMINA C  100MG; COENZIMA Q10 PO  100MG; ACIDO ALFA LIPOICO  150MG; VITAMINA D  800UI; MAGNESIO QUELADO  100MG,2020-07-30 14:18:12,5,167.0409,177.0
60 CAP | CLORELLA  400MG; VITAMINA C  50MG,2020-07-30 14:16:12,2,84.3255,75.0
60 CAP | VIT B6  50MG; BIOTINA  5MG; RIBOFLAVINA  60MG,2020-07-30 14:12:14,3,86.1946,75.3
240 CAP | ACIDO ALFA LIPOICO  100MG,2020-07-30 14:10:13,1,120.7921,130.4
60 CAP | VITAMINA D3   15000UI; VITAMINA A  1500UI; VITAMINA K2 MK7  120MCG,2020-07-30 14:10:13,3,43.7466,55.9
60 CAP | DIACEREINA  50MG; TRAMADOL HCL  75MG; DEFLAZACORT 7.500MG,2020-07-30 14:08:13,3,216.7076,201.0
30 CAP | MAGNESIO DIMALATO  320MG,2020-07-30 14:08:13,1,42.5164,39.9
60 CAP | VITAMINA D LIQ  5000UI,2020-07-30 14:04:12,1,40.56,44.0
60 CAP | KELP IODINE EXTRACT   150MCG  15MG,2020-07-30 14:01:12,1,38.1027,43.6
30 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  50MG; DELBRUECKII LACTOBACILLUS  50MG; XOS   200MG,2020-07-30 14:00:12,8,80.2203,67.5
30 CAP | VITAMINA D  10000UI; VITAMINA K2 MK7  200MCG,2020-07-30 13:59:12,2,34.647,43.2
30 CAP | VITAMINA C  1G; VITAMINA D  10000UI; ZINCO QUELADO  10MG,2020-07-30 13:57:12,3,61.1925,53.45
60 CAP | GASSERI LACTOBACILLUS  30MG; BIFIDOBACTERIUM ANIMALIS  50MG; BIFIDOBACTERIA BIFIDUM  100MG; REUTERI LACTOBACILLUS  50MG; CASEI LACTOBACILLUS  100MG; PRETICX  200MG,2020-07-30 13:54:13,6,87.6219,83.1
60 CAP | VITAMINA D3 1:100  20000UI,2020-07-30 13:54:13,1,47.76,50.0
120 CAP | ACIDO GAMA AMINO BUTILICO  70MG; MONOCLORIDRATO DE L LISINA  70MG; PANTOTENATO DE CALCIO  4MG; ACIDO GLUTAMICO  150MG,2020-07-30 13:49:12,4,65.5976,59.0
30 CAP | VITAMINA D LIQ   5000UI; VITAMINA A OLEOSA  500UI; VITAMINA K2 MK-7 - LIQUIDA  50MCG,2020-07-30 13:49:12,3,35.6814,39.9
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  8000UI; VITAMINA K2 LIQ SOL MAE  60MCG,2020-07-30 13:48:12,2,47.0173,43.9
30 CAP | CURCUMA LONGA  300MG; PIPER NIGRUM  5MG; BOSWELLIA SERRATA  100MG,2020-07-30 13:48:12,3,77.1466,68.0
30 CAP | NAC  400MG; SILIMARINA  300MG,2020-07-30 13:45:12,2,60.0545,54.0
90 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA E OLEOSA ORAL  200UI,2020-07-30 13:44:12,3,97.2732,94.0
60 CAP | COENZIMA Q10 PO  100MG; EGCG  100MG,2020-07-30 13:44:12,2,261.8548,250.6
